no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
140,과학기술정보통신부,연구개발정책실,생체노화 리프로그래밍 원천기술 개발,1138-488,일반회계,,,,과제별 상이,,2026년~2030년,해당없음,0,7500,,"7,500|7,500",,,,"- `24년 한국연구재단 개방형 기획협의체를 통해 “생체노화 미세환경 정밀 추적 및 엔지니어링을 통한 역노화 원천기술 개발”, “줄기세포 재활성·노화 억제를 통한 노화 질환 치료 기술 개발” 내용 접수 - 사업 세부 기획에 따른 ‘26년 신규사업으로 검토 및 기획보고서 완료 - 1126 - - 정부정책: 「제4차 생명공학육성 기본계획(’23~‘32)」(범부처, `23.06) : 바이오 신 기술(합성생물학, 정밀의학, 유전자치료 등)의 연구개발 지원 확대 내용 및 고령 화, 난치질환 극복을 위한 첨단 바이오기술 개발 내용 포함 - 제1차 국가연구개발 중장기 투자전략(’23~’27년, 과기정통부) : 정밀의학 및 생체 노화 연구를 포함한 혁신 의료 기술개발 확대, 노화 회복 및 항노화 연구를 국가 전략기술 분야로 지정하여 지원. 신약개발과 줄기세포 치료를 통한 노인성 질환 예방 및 치료 기술 고도화, 노화 관련 기초과학 및 응용연구 지원을 통해 차세대 의료기술 확보 내용 포함「생명공학육","- 1127 - ① 생체노화 리프로그래밍 원천기술 개발 : (2026 요구) 7,500백만원, 순증 - (산출) (신규) 내역1 1개 x 3,000백만원 x 9/12개월 = 2,250백만원 (신규) 내역2 4개 x 1,000백만원 x 9/12개월 = 3,000백만원 (신규) 내역3 2개 x 1,500백만원 x 9/12개월 = 2,250백만원",1123,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
141,과학기술정보통신부,,세계김치연구소 연구운영비 지원,2241-432,일반회계,,융자,,세계김치연구소,"국민, 김치 관련 산업계 등",계속,,0,12315,"6,756 6,756 6,756 - - 8,498 8,498 8,498 - - 12,315","14,053|16,214|16,214|19,985|20,785|4,571|28",,전국,,- 2008. 10 김치종주국 위상 회복을 위한 세계최고 수준의 절임류(발효식품) 연구기관 육성(국무회의시 대통령 지시) - 2009. 12 한국식품연구원 부설 세계김치연구소 설립 승인(국가과학기술연구회 제132회 정기이사회) - 2010. 01 한국식품연구원 부설 세계김치연구소 설립(지식경제부 소관) - 2013. 03 미래창조과학부 산하로 소관부처 변경(국가과학기술연구회) - 2014. 07 소관 연구회 변경(산업기술연구회 →국가과학기술연구회 ) - 2017. 07 과학기술정보통신부 산하로 소관부처명 변경(국가과학기술연구회),,1130,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
142,과학기술정보통신부,정책관,소프트웨어인재키움,2232-304,지역균형발전,,,,정보통신산업진흥원,"지역 직업계고 학생 등 지역 인재, AI ․SW인력 수요 기업 등",5년,,0,3228,"- - - - 3,228","1,228|3,328|3,328|1139",,전국,,"- 디지털 인재양성 종합방안(’22.8) - 비상경제 장관회의, 「소프트웨어 진흥 전략 (’23.4) 」 - 전국민 AI 일상화 실행계획(’23.9) - 제1차 지방시대 종합계획(’23.10.) - 지방 디지털 경쟁력 강화 방안(’23.11.) - SW인재키움 사업 관련 지역현황 분석 및 기본계획 수립(’24.11.)",,1139,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
143,과학기술정보통신부,산업정책관,스마트 엣지 디바이스 기술개발(R&D),2132-327,일반회계,,,,정보통신기획평가원,기업ㆍ대학ㆍ출연(연) 등,‘22년 ~ ‘26년,,1100,760,"4,270 5,700 1,100 1,100 760","1,100|1,100|1,100|760|760|340|30",,,,"·양자 등 차세대 기술개발의 글로벌 주도권 확보를 위한 전략적 투자를 강화하고 - AI , 디지털전환 ·사이버환경 등 패러다임 전환을 위한 지원 확대 년도 국가연 ( ‘25 구개발투자방향 및 기준 (안 ), ‘24.3.13) - 우리가 강점을 가진 반도체 분야에서 새로운 신화를 만들고, AI G3 도약을 위해 9대 기술혁신을 바탕으로 「 AI-반도체 이니셔티브 를 추진(관계부처 합동 반도체 」 현안 점검회의, ’24.4.9) - 국정과제 22(초격차 AI 선도기술 인재 확보) ‧ - 12대 국가전략기술(인공지능, 반도체+디스플레이)",,1144,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
144,과학기술정보통신부,,스마트물류 기술 실증화,4231-307,지역균형발전,,,,정보통신사업진흥원,"지역 SW 산업진흥기관 , SW ICT 물류 분야 중소기업 , 대학 연구 ‧ ‧ ‧ 기관 컨소시엄",`24 ~ `26년(3년간),해당없음,2400,2160,"- - 3,000 2,400 2,160","3,000|2,400|2,400|2,160|2,160|240|10",,전국,,"- 대한민국 디지털 전략(‘22.9월) [대한민국디지털전략 ] 3. (미래형 운송업) 디지털로 빨라지는 국가 물류 네트워크 ◈ 수출입 물류의 자동화, 물류센터 운영최적화, 로봇 배송 활성화 등 물류 네트워크의 디지털 전환을 통해 전 국가적 물류 흐름 효율화 - 이재명 정부 국정기획위원회 국민보고대회 123대 국정과제 발표(‘25.8월) 전략 1. AI 3대 강국도약 21. 세계에서 AI 를 가장 잘쓰는 나라 구현",,1150,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
145,과학기술정보통신부,정보통신정책실,스마트빌리지 보급 및 확산(세종),2033-301,지역균형발전,,,,세종특별자치시,"지자체, 지방기업, 지역 주민 등",'24년~,해당없음,3200,2746,"- - 1,800 3,200 2,746","1,800|3,200|3,200|2,600|2,746|454|14",,지역지정,,"- 사업 시작년도 : ‘19년~’22년(정진기금), ‘23년~(지특회계) - 취약한 경제적 기반, 열악한 정주 여건 등으로 인해 지역사회의 인구감소 현상이 계속되고, 고령화의 급속 진행 등 지역사회 지속 우려* * 전국 228개 시군구 中 '인구 소멸 위험지역' 지속 증가('13년 75개 → '18년 89개 → '20년 105개) 「전국 시군구별 지방소멸위험 현황, 한국고용정보원, ‘20.05」 ㆍ특히 농어촌은 정주기반 만족도 관련 교통 생활 안전 환경 등 모든 항목에서 도시 ‧ ‧ ‧ 대비 낮은 만족도(평균점수 도시 6.9, 농촌 5.9)*를 보임 * 「2020 농어촌 삶의 질 실태와 주민 정주 만족도 조사, 농촌경제연구원」 ㆍ 국가균형발전 비전과 전략(’18.2) * (전략2 : 방방곡곡 생기도는 공간) ◯ 1 매력있게 되살아나는 농산어촌, ◯ 2 도시재생 뉴딜 및 중소 도시 재도약, ◯ 3 인구감소지역을 거주강소지역으로 ㆍ 대한민국 디지털 전략(관계부처 합동, ‘22.9) * ",,1156,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
146,과학기술정보통신부,정보통신정책실,스마트빌리지 보급 및 확산(자율),2033-300,지역균형발전,,,,"15개 광역 시 도(제주, 세종 제외) ·","지자체, 지방기업, 민간인 등",'23년 ~,해당없음,112980,82546,"- 63,241 99,519 112,980 82,546","99,519|112,980|112,980|81,516|82,546|30,434|26",,지역지정,,"- 사업 시작년도 : ‘19년~’22년(정진기금), ‘23년~(지특회계) - 취약한 경제적 기반, 열악한 정주 여건 등으로 인해 지역사회의 인구감소 현상이 계속되고, 고령화의 급속 진행 등 지역사회 지속 우려* * 전국 228개 시군구 中 '인구 소멸 위험지역' 지속 증가('13년 75개 → '18년 89개 → '20년 105개) 「전국 시군구별 지방소멸위험 현황, 한국고용정보원, ‘20.05」 ‧ ‧ ‧ ㆍ특히 농어촌은 정주기반 만족도 관련 교통 생활 안전 환경 등 모든 항목에서 도시 대비 낮은 만족도(평균점수 도시 6.9, 농촌 5.9)*를 보임 * 「2020 농어촌 삶의 질 실태와 주민 정주 만족도 조사, 농촌경제연구원」 ㆍ 국가균형발전 비전과 전략(’18.2) * (전략2 : 방방곡곡 생기도는 공간) ◯ 1 매력있게 되살아나는 농산어촌, ◯ 2 도시재생 뉴딜 및 중소 도시 재도약, ◯ 3 인구감소지역을 거주강소지역으로 ㆍ 대한민국 디지털 전략(관계부처 합동, ‘22.9) * ",,1164,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
147,과학기술정보통신부,연구개발정책실,스마트팜다부처패키지혁신기술개발(R&D),1158-428,일반회계,,,100,"농림식품기술기획평가원, (재)스마트팜연구개발사업단","농산업체, 대학, 연구소, 기업, 농업회사법인 등",’21년~‘27년,,8498,8904,"10,070 10,070 7,013 8,498 8,904","7,013|8,498|8,498|8,904|8,904|406|4",,,,"- 관련 국정과제 ㅇ (경제2-3) 세계에서 AI를 가장 잘쓰는 AI 기본사회 실현 * ④ AI 활용 확대를 통한 전 산업·지역 확산 ㅇ (경제2-16) 국민먹거리를 지키는 국가전략산업으로 농업 육성 * ③ 스마트 데이터 농업 등 미래 신산업 육성 - 관련 상위계획 ㅇ 스마트농수산업 연구개발 고도화 방안(과기부, ‘22.1) ㅇ 제8차 농업과학기술 중장기 연구개발 계획(농진청, ’23.2.) ㅇ 제4차 융합연구개발 활성화 기본계획(과기부, ’23.12.) ㅇ 스마트 농산업 발전 방안(농식품부, ’24.4.) ㅇ 제4차 농림식품과학기술 육성 종합계획(농식품부, ’25.3.) - 사업 추진경위 ㅇ 새정부 경제정책방향에 혁신성장 8대 선도사업 중 하나로 스마트팜 선정(‘17.7) ㅇ 다부처 사업 추진 최초 권고(과기정통부 농식품부, ‘18.1)→ ㅇ 다부처 공동기획 착수(‘18.2.) ㅇ 예비타당성조사 신청 2회 및 예타대상 미선정 2회(‘18년 제2차-5월, 제3차-8월) ㅇ 다부처 공",,1172,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
148,과학기술정보통신부,통신정책관,신종 보이스피싱 조기탐지 기술개발(R&D),2431-323,일반회계,,,,정보통신기획평가원,,‘25년~’28년,해당없음,4500,5000,"- - - 4,500 5,000","4,500|4,500|5,000|5,000|500|11",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , - ('20.1.23) 국무총리 주재 국정현안점검조정회의에서 보이스피싱 등 민생침해 금융범죄에 대한 강력 대처, 범죄수익의 원천적 차단 및 관계기관의 상시협업체계 구축 대응 지시 · - ('20.6.24) 관계부처 합동 보이스피싱 척결 종합방안 마련 - ('22.9.29) 보이스피싱 대응 범정부 TF 개최를 통한 추진성과 점검 및 보이스피싱 · 범죄에 대응한 통신 금융분야 대책 마련 - ('23.9.25) 디지털 권리장전 5대 기본원칙 발표 - ('23.11.15) 데이터 경제 활성화 추진과제 발표 및 금감원이 보유한 보이스피싱 범죄 음성데이터(약 3만건)를 데이터 처리 관련 신뢰성 높은 민간기업에 지원 - 관련공약 · B-1-3-16 : 사이버 위협으로부터 안전한 나라를 만들겠습니다. - 국정과제(23번) : 국민의 안전과 보편적 삶의 질 제고를 위한 ‘AI 기본사회’ 실현 - 1186 -",,1184,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
149,과학기술정보통신부,인공지능정책기확관,실세계 능동행동형 에이전틱AI 기술개발,2601-394,일반회계,,,,정보통신기획평가원,"기업, 대학, 연구소 등",‘26 ~ ’29년,해당없음,0,6000,"- - - - 6,000","6,000|6,000",,,,": 이재명 정부 국정과제 22번 초격차 AI 선도기술 인재 확보 ｢ ‧ ｣ - AI-반도체 이니셔티브(‘24.4월) ㅇ 9대 기술혁신 과제 - ① 인간처럼 인지·행동·성장하는 차세대 범용 (AGI) 개발 - 국가AI전략 정책방향(’24.9월) · ㅇ 기술 인프라 - ③ AI · 핵심 원천기술개발 확충 - AI컴퓨팅인프라 확충을 통한 국가AI역량강화방안(’25.2월) □ 장기 [ ] LLM 을 넘어 차세대 AI 원천기술 확보 ㅇ 제조, 바이오, 금융 등 산업 특화형 에이전틱AI 기술을 확보하고 선도모델 구축 및 국내외 실증 등 응용서비스로 확산 ※ 現 생성형 AI 기반 에이전틱 AI와 달리, 실세계 적용가능한 행동형 에이전틱 AI 기술확보에 중점 - 1193 -","○ 사람의 개입 없이 자율적으로 목표 설정 스스로 판단·행동 가능한 실세계 , 에이전틱AI 구현을 위한 기술개발 : 3,000백만원 x 4개 과제 x 6/12개월 = 6,000백만원 ※ ‘26년 7월 협약(예정) 이후 1차년도 R&D 지원 - 1194 -",1191,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
150,과학기술정보통신부,연구개발정책실,연합학습기반 신약개발 가속화 프로젝트(K-MELLODDY)(R&D),1138-459,일반회계,,,,과기정통부(한국연구재단)/보건복지부(한국보건산업진흥원),"산업체(기업), 대학, 출연(연), 연구소, 병원 등 일반 연구자",`24 ~ `28,해당 없음,3050,4550,"- - 1,225 3,050 4,550","1,225|3,050|3,050|4,550|4,550|1,500|49|1197",,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ○ 국정과제 번 세계를 선도할 넥스트 전략기술 육성 28 : (NEXT) - 첨단바이오, 양자, AI휴머노이드 등 새로운 미래시장 선점에 투자 * AI+ ‧ 바이오 융합을 가속화하고, 뇌 역노화 등 태동기 新기술, 파급력 있는 범용원천 기술개발을 선도하여 초격차 기술 기반 바이오 강국 실현 ○ 국민 건강ㆍ생명 보호와 미래 국가 성장동력 확보를 위해 신약 개발 역량이 매우 중요하나, 글로벌 빅파마 대비 R&D 투자 등의 절대적 열세로 전통적 신약개발 방 식으로는 제약 분야 선도국가 추격이 요원 - ① 연합학습기술(Federated learning) 기술은 개인정보보호 및 지적재산권 이슈를 극 ② 복하면서 다기관 데이터를 연계하는 협력기술로, AI 신약개발의 저비용 고효율 효 과를 신약개발 모든 단계로 확장 가능 ○ 「디지털바이오 혁신전략」 (‘22.12.) 및 「제 차 생명공학육성 기본계획」 4 (‘23.4.),",,1197,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
151,과학기술정보통신부,네트워크정책관,오픈랜실증단지조성,2137-362,일반회계,,,,한국지능정보사회진흥원(NIA),"중소 무선 네트워크 장비 제조사 통신사, 수요기관 등 ·",2024 ~ 계속,,3925,3466,"- - 980 3,925 3,466","980|3,925|3,925|3,466|3,466|459|11",,,,"- ’23. 2월 : K-Network 2030 전략 발표(오픈랜 시험 실증환경 구축*) · * ‘오픈랜 · 생태계 조성 및 국내 외 초기시장 선점을 위한 성장환경 구축’ - ’23. 4월 : 한미동맹 70주년 기념 한미 정상 공동성명(오픈랜 국제협력*) * ‘양 정상은 국내외에서 오픈랜 접근법을 사용하여 개방적이고 투명하며 안전한 5G 및 6G 네트워크 장비구조를 발전시키기 위해 협력하기로 약속 ’ - ’23. 5월 : 신규사업(오픈랜실증단지조성) 사전적격성 심사 통과 - ’23. 8월 : 오픈랜 인더스트리 얼라이언스(ORIA) 협의체 출범선포식 개최 - ’23.12월 : Korea Open Testing and Integration Centre(K-OTIC) 개소 - ‘24.12월 : 통신 3사 상용망과 연계된 오픈랜 실증단지 3개소 개소 - ’25. 7월 : (국정과제) 실천과제1. AI 혁신을 견인할 국가 디지털 네트워크 고도화 * · 기지국, 컴퓨팅 결합한 5G 지능형 기지","① 오픈랜실증단지조성 : (2025) 3,925 → (2026 예산안) 3,466백만원, △459백만원 - (요구) 국정과제 이행 및 국내 이동통신 장비 공급망 유지를 위한 실증사업비 요구 국내 통신장비 기업의 오픈랜 장비·솔루션 개발·상용화 확대 요구 - (산출) 망 유형별 실증환경 구축 3,466백만원",1204,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
